region_macro;region;city;fias;employer;position_type;salary_min;salary_max;salary_type;vacancy_source
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Теремок - Русские Блины, Санкт-Петербург;Продавец-кассир;40000;50000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;КАРИ;Продавец-кассир;35000;55000;gross;hh
Московская область;Московская обл;г Красногорск;63fcf18a-365e-451f-baee-8d09ac50b773;КАРИ;Продавец-кассир;35000;55000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Мир Шитья;Продавец-кассир;35000;45000;net;hh
Владимирская область;Владимирская обл;г Владимир;f66a00e6-179e-4de9-8ecb-78b0277c9f10;Добрая еда;Продавец-кассир;30000;32000;net;hh
Владимирская область;Владимирская обл;г Владимир;f66a00e6-179e-4de9-8ecb-78b0277c9f10;Wok & Roll (ИП Грошков Григорий Юрьевич);Продавец-кассир;23000;24000;net;hh
Белгородская область;Белгородская обл;г Белгород;02e9c019-ab4d-4fa0-928e-d6c0a41dc256;Оранжевый остров;Продавец-кассир;35000;40000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;КАРИ;Продавец-кассир;30000;35000;gross;hh
Московская область;Краснодарский край;Павловская ст-ца;84d42dfc-0124-4a08-a368-deb264599248;ХозСтрой маркет;Продавец-кассир;35000;55000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Рябенкова Александра Борисовна;Продавец-кассир;36000;43000;net;hh
Воронежская область;Воронежская обл;г Воронеж;5bf5ddff-6353-4a3d-80c4-6fb27f00c6c1;JobCart.ru;Продавец-кассир;25000;30000;net;hh
Владимирская область;Владимирская обл;г Кольчугино;8f9faad4-ff93-471d-b0c0-c8e5c0162dee;ФГУП « ПРОМСЕРВИС» ФСИН России;Продавец-кассир;16020;16020;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Пинхас;Продавец-кассир;45000;45000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Юнайтед Стафф Центр;Продавец-кассир;160;160;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Глобус;Продавец-кассир;40000;50000;gross;hh
Волгоградская область;Волгоградская обл;г Волгоград;a52b7389-0cfe-46fb-ae15-298652a64cf8;ДАО;Продавец-кассир;20000;35000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Филиппова Наталья Николаевна;Продавец-кассир;40500;52000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Стаффлайн Групп Центр;Продавец-кассир;40000;60000;net;hh
Московская область;Московская обл;г Балашиха;27c5bc66-61bf-4a17-b0cd-ca0eb64192d6;Стаффлайн Групп Центр;Продавец-кассир;40000;60000;net;hh
Московская область;Московская обл;г Реутов;e0504cf6-4d81-401c-b18b-434457aaaa21;Стаффлайн Групп Центр;Продавец-кассир;40000;60000;net;hh
Ярославская область;Ярославская обл;г Ярославль;da07090a-1797-4db4-af68-1cdae3da0740;Всё к столу;Продавец-кассир;15000;30000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Азбука вкуса;Продавец-кассир;36900;44000;gross;hh
Краснодарский край;Респ Адыгея;Новая Адыгея аул;d6765b45-bc79-4bcc-a3fc-3fbec7af37c0;Керуска - KIABI;Продавец-кассир;23000;25000;net;hh
Республика Татарстан;Респ Татарстан;г Казань;93b3df57-4c89-44df-ac42-96f05e9cd3b9;Улаева Елена;Продавец-кассир;30000;50000;gross;hh
Белгородская область;Белгородская обл;г Короча;76fecead-fc02-459a-bce4-848698e645fe;Сибирский Бегемот;Продавец-кассир;20000;25000;net;hh
Республика Хакасия;Респ Хакасия;г Абакан;42a02e11-a337-4d50-8596-fc76dae7c62a;Абаканские кварталы Группа компаний (ООО Аурум);Продавец-кассир;23000;30000;gross;hh
Хабаровский край;Хабаровский край;г Хабаровск;a4859da8-9977-4b62-8436-4e1b98c5d13f;LPS OUTSOURSING;Продавец-кассир;25000;30000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Хлебница;Продавец-кассир;40000;65000;net;hh
Московская область;Московская обл;г Красногорск;63fcf18a-365e-451f-baee-8d09ac50b773;Центр рекрутинга IBS;Продавец-кассир;48000;48000;gross;hh
Ханты-Мансийский АО - Югра;Ханты-Мансийский Автономный округ - Югра;г Покачи;8bac4b94-1d16-42b5-b5c6-211aa52f3216;RBT.ru;Продавец-кассир;30000;100000;net;hh
Курская область;Курская обл;г Железногорск;b73b7c50-112e-4b04-82df-1e0cea13de4b;ГРИНН, Корпорация;Продавец-кассир;21000;21000;gross;hh
Краснодарский край;Краснодарский край;г Сочи;79da737a-603b-4c19-9b54-9114c96fb912;Компания Символъ г. Сочи;Продавец-кассир;30000;50000;gross;hh
Вологодская область;Вологодская обл;г Вологда;023484a5-f98d-4849-82e1-b7e0444b54ef;ФГУП « ПРОМСЕРВИС» ФСИН России;Продавец-кассир;15578;15579;net;hh
Московская область;Московская обл;г Долгопрудный;dcf522ad-e032-4db9-9dbb-e30d2cddfadb;Престиж Сервис;Продавец-кассир;30000;45000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Катрич Дмитрий Сергеевич;Продавец-кассир;60000;100000;net;hh
Московская область;Московская обл;г Королёв;819d6910-b4d1-474f-ad10-c1fa944dfca4;ДИКСИ, группа компаний;Продавец-кассир;30000;40000;gross;hh
Кемеровская область;Кемеровская область - Кузбасс;г Кемерово;94bb19a3-c1fa-410b-8651-ac1bf7c050cd;Серпантин;Продавец-кассир;16500;35000;net;hh
Республика Башкортостан;Респ Башкортостан;г Уфа;7339e834-2cb4-4734-a4c7-1fca2c66e562;ШефПорт;Продавец-кассир;30000;45000;net;hh
Владимирская область;Владимирская обл;г Муром;0d7d5d87-f0a6-428f-b655-d3be106c64a2;ДИКСИ, группа компаний;Продавец-кассир;22000;39900;gross;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Свежая Корзина;Продавец-кассир;40000;80000;net;hh
Московская область;Московская обл;г Наро-Фоминск;08c78435-6ed8-4d7f-a7ed-3f73e2fa6359;КС Интернешнл;Продавец-кассир;35000;40000;net;hh
Тульская область;Тульская обл;г Узловая;d3f84234-d9f9-4bd9-ae29-459fb22c5433;FIX PRICE;Продавец-кассир;22000;23000;net;hh
Белгородская область;Белгородская обл;г Белгород;02e9c019-ab4d-4fa0-928e-d6c0a41dc256;ГРИНН, Корпорация;Продавец-кассир;22000;22000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Бубякина Анастасия Николаевна;Продавец-кассир;60000;60000;net;hh
Челябинская область;Челябинская обл;г Магнитогорск;988157bf-d6d5-4c2a-80ec-4ad531eea056;Аркада М;Продавец-кассир;15000;18000;net;hh
Республика Крым;г Севастополь;г Севастополь;6fdecb78-893a-4e3f-a5ba-aa062459463b;Торговая сеть Ассорти-Продукт;Продавец-кассир;27000;27000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;ФАН26;Продавец-кассир;30000;30000;net;hh
Брянская область;Брянская обл;г Брянск;414b71cf-921e-4bfc-b6e0-f7395d16aaef;Квадратный метр;Продавец-кассир;17000;29000;net;hh
Орловская область;Орловская обл;г Орёл;2abed4d9-5565-4885-bc96-f4ffccc6cba4;ГРИНН, Корпорация;Продавец-кассир;20600;20600;gross;hh
Саратовская область;Саратовская обл;г Саратов;bf465fda-7834-47d5-986b-ccdb584a85a6;Престиж Сервис;Продавец-кассир;19500;21500;net;hh
Республика Башкортостан;Респ Башкортостан;г Белорецк;dd65b1de-c076-4126-9b56-c4b4979e2b0f;СТОпудов;Продавец-кассир;25000;25000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Сеть салонов Немецкая Обувь;Продавец-кассир;28000;40000;gross;hh
Челябинская область;Челябинская обл;Миасское с;097623e3-7539-4a1a-adcb-c2d7db685f24;Первый Рабочий;Продавец-кассир;24000;27000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;ТД Серпико;Продавец-кассир;50000;50000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Даров;Продавец-кассир;37500;60000;net;hh
Московская область;г Москва;г Зеленоград;ec44c0ee-bf24-41c8-9e1c-76136ab05cbf;Хмельной Погребок;Продавец-кассир;33000;66000;net;hh
Новосибирская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;Гранков Антон Александрович;Продавец-кассир;18000;25000;net;hh
Сахалинская область;Сахалинская обл;г Южно-Сахалинск;44388ad0-06aa-49b0-bbf9-1704629d1d68;MARMALATO;Продавец-кассир;33000;36000;net;hh
Республика Татарстан;Респ Татарстан;г Мензелинск;d1d11ebe-b022-44aa-a211-3472483a4974;РБТ (ИП Бизянова Ландыш Магсумзяновна);Продавец-кассир;20000;20000;gross;hh
Свердловская область;Свердловская обл;г Екатеринбург;2763c110-cb8b-416a-9dac-ad28a55b4402;ПРИЧАЛ;Продавец-кассир;30000;50000;gross;hh
Новосибирская область;Новосибирская обл;Краснообск рп;c624753c-9677-474f-881c-7c37910ed220;АНИКС, Торговый Двор;Продавец-кассир;25000;30000;gross;hh
Тульская область;Тульская обл;г Тула;b2601b18-6da2-4789-9fbe-800dde06a2bb;Одоевский маслодельный завод;Продавец-кассир;18000;18000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Будников Олег Васильевич;Продавец-кассир;40000;45000;net;hh
Краснодарский край;Краснодарский край;г Курганинск;2c58f372-aac8-4645-b41a-f39bdffef373;Хлебокомбинат Курганинский;Продавец-кассир;18000;20000;gross;hh
Краснодарский край;Краснодарский край;г Армавир;fc9c55d0-c66e-455e-8034-b0944b025c38;Хлебокомбинат Курганинский;Продавец-кассир;18000;20000;gross;hh
Краснодарский край;Краснодарский край;Константиновская ст-ца;64be4604-cde7-4ca3-97c4-1e04b09f950c;Хлебокомбинат Курганинский;Продавец-кассир;18000;20000;gross;hh
Краснодарский край;Краснодарский край;г Лабинск;0ec1acd4-d7bb-49f7-87c2-d66edb24f587;Хлебокомбинат Курганинский;Продавец-кассир;18000;20000;gross;hh
Краснодарский край;Краснодарский край;Петропавловская ст-ца;0ffa117e-bf6a-451b-8593-630285248dd8;Хлебокомбинат Курганинский;Продавец-кассир;18000;20000;gross;hh
Краснодарский край;Респ Башкортостан;г Уфа;7339e834-2cb4-4734-a4c7-1fca2c66e562;Хлебокомбинат Курганинский;Продавец-кассир;18000;20000;gross;hh
Краснодарский край;Краснодарский край;Темиргоевская ст-ца;ee816d74-b8b5-4807-ae9b-9533098d774b;Хлебокомбинат Курганинский;Продавец-кассир;18000;20000;gross;hh
Республика Татарстан;Респ Татарстан;г Казань;93b3df57-4c89-44df-ac42-96f05e9cd3b9;Еврохаус;Продавец-кассир;40000;60000;net;hh
Нижегородская область;Нижегородская обл;г Нижний Новгород;555e7d61-d9a7-4ba6-9770-6caa8198c483;Вторая Табачная Компания;Продавец-кассир;15000;30000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Магазин Соседи;Продавец-кассир;40000;43000;net;hh
Республика Татарстан;Респ Татарстан;г Лениногорск;e3a88932-c76e-4158-842c-d710a9856df1;РБТ (ИП Бизянова Ландыш Магсумзяновна);Продавец-кассир;13000;15000;gross;hh
Свердловская область;Свердловская обл;Гари пгт;3fd59b05-7d24-41cb-97cf-121188a8239b;ФГУП « ПРОМСЕРВИС» ФСИН России;Продавец-кассир;15000;15000;net;hh
Республика Бурятия;Респ Бурятия;г Улан-Удэ;9fdcc25f-a3d0-4f28-8b61-40648d099065;MARMALATO;Продавец-кассир;14000;16000;net;hh
Московская область;Московская обл;г Истра;f05b2b62-f54c-4b44-aff2-6bc3e55a640c;КАРИ;Продавец-кассир;20000;40000;gross;hh
Челябинская область;Челябинская обл;г Челябинск;a376e68d-724a-4472-be7c-891bdb09ae32;Кожевникова Татьяна Петровна;Продавец-кассир;18000;25000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Любовь и Сладости;Продавец-кассир;40000;50000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Рябенкова Александра Борисовна;Продавец-кассир;30000;40000;net;hh
Московская область;Московская обл;г Раменское;004c5ba5-e7b4-4d31-8fdb-94e431cf52b6;фирма Аквилон;Продавец-кассир;35000;70000;net;hh
Волгоградская область;Волгоградская обл;г Волгоград;a52b7389-0cfe-46fb-ae15-298652a64cf8;Престиж Сервис;Продавец-кассир;18000;23000;gross;hh
Московская область;Московская обл;г Истра;f05b2b62-f54c-4b44-aff2-6bc3e55a640c;PVH (Tommy Hilfiger, Calvin Klein & Heritage brands);Продавец-кассир;30000;60000;net;hh
Московская область;Московская обл;г Красногорск;63fcf18a-365e-451f-baee-8d09ac50b773;PVH (Tommy Hilfiger, Calvin Klein & Heritage brands);Продавец-кассир;30000;60000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Меридиан;Продавец-кассир;35000;50000;net;hh
Ханты-Мансийский АО - Югра;Ханты-Мансийский Автономный округ - Югра;г Нефтеюганск;45906532-143b-48c2-9af3-f480dc19c7bf;КорпусГрупп;Продавец-кассир;45000;45000;net;hh
Красноярский край;Красноярский край;г Красноярск;9b968c73-f4d4-4012-8da8-3dacd4d4c1bd;Корзинка;Продавец-кассир;27000;30000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Астра;Продавец-кассир;40000;50000;net;hh
Тамбовская область;Тамбовская обл;г Рассказово;f3d1ea5a-4478-4589-bec0-47c558577739;FIX PRICE;Продавец-кассир;20500;21500;net;hh
Смоленская область;Смоленская обл;г Смоленск;d414a2e8-9e1e-48c1-94a4-7308d5608177;Бизнес-Ассистанс;Продавец-кассир;20000;23000;net;hh
Челябинская область;Челябинская обл;г Сатка;8bcc16d4-ead7-4938-944c-862c7e6c67aa;Первый Рабочий;Продавец-кассир;26000;28000;net;hh
Челябинская область;Челябинская обл;г Челябинск;a376e68d-724a-4472-be7c-891bdb09ae32;Райфшнайдер Александр Александрович;Продавец-кассир;17000;20000;net;hh
Нижегородская область;Нижегородская обл;г Нижний Новгород;555e7d61-d9a7-4ba6-9770-6caa8198c483;Парфюмерия и косметика;Продавец-кассир;18000;20000;net;hh
Иркутская область;Иркутская обл;г Иркутск;8eeed222-72e7-47c3-ab3a-9a553c31cf72;Сеть Техники;Продавец-кассир;20000;30000;net;hh
Самарская область;Самарская обл;г Сызрань;e9e684ce-7d60-4480-ba14-ca6da658188b;КАРИ;Продавец-кассир;15000;35000;gross;hh
Алтайский край;Алтайский край;г Бийск;52f876f6-cb1d-4f23-a22f-b692609fc1e0;АНИКС, Торговый Двор;Продавец-кассир;16000;22000;net;hh
Алтайский край;Алтайский край;г Барнаул;d13945a8-7017-46ab-b1e6-ede1e89317ad;ПК Титан;Продавец-кассир;20000;25000;net;hh
Краснодарский край;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;пекарня Добрый пекарь;Продавец-кассир;22000;28000;net;hh
Свердловская область;Свердловская обл;г Екатеринбург;2763c110-cb8b-416a-9dac-ad28a55b4402;Вурм Анастасия Константиновна;Продавец-кассир;19000;20000;net;hh
Владимирская область;Владимирская обл;г Владимир;f66a00e6-179e-4de9-8ecb-78b0277c9f10;ДИКСИ, группа компаний;Продавец-кассир;22000;39900;gross;hh
Нижегородская область;Нижегородская обл;г Нижний Новгород;555e7d61-d9a7-4ba6-9770-6caa8198c483;Семейный гипермаркет Бульвар;Продавец-кассир;25000;27000;net;hh
Липецкая область;Липецкая обл;г Липецк;eacb5f15-1a2e-432e-904a-ca56bd635f1b;Карусель;Продавец-кассир;15;25000;gross;hh
Московская область;Московская обл;г Воскресенск;555e9f1b-627a-4444-b19e-27fb9d67a093;ВЕРНЫЙ, Сеть магазинов;Продавец-кассир;25000;30000;gross;hh
Московская область;Московская обл;г Фрязино;13696e0e-4c75-49aa-9c83-0a6faf5074ee;ДИКСИ, группа компаний;Продавец-кассир;22000;26000;gross;hh
Курская область;Курская обл;г Курск;d790c72e-479b-4da2-90d7-842b1712a71c;FIX PRICE;Продавец-кассир;21000;22000;net;hh
Псковская область;Псковская обл;Сосновый Бор д;44646c46-2b62-4f1e-8f8b-7b198090f77f;ФГУП « ПРОМСЕРВИС» ФСИН России;Продавец-кассир;17068;17069;net;hh
Нижегородская область;Нижегородская обл;г Нижний Новгород;555e7d61-d9a7-4ba6-9770-6caa8198c483;Группа Компаний «GreenSpark»;Продавец-кассир;35000;50000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Vinoff;Продавец-кассир;30000;60000;net;hh
Нижегородская область;Нижегородская обл;г Нижний Новгород;555e7d61-d9a7-4ba6-9770-6caa8198c483;ТАНДЕМ;Продавец-кассир;25000;27000;gross;hh
Московская область;Московская обл;г Хотьково;6cdcecfe-4d41-426c-bac4-034348f7068b;FIX PRICE;Продавец-кассир;28000;32000;net;hh
Свердловская область;Свердловская обл;г Екатеринбург;2763c110-cb8b-416a-9dac-ad28a55b4402;Костарев Александр Андреевич;Продавец-кассир;20000;25000;net;hh
Московская область;Московская обл;г Щёлково;26804619-405e-4a8d-93e1-2fbdb01342d7;ДИКСИ, группа компаний;Продавец-кассир;22000;35000;gross;hh
Тверская область;Тверская обл;г Торопец;7e35bc70-aa2f-4be7-b34f-8a9c18d48b76;Улыбка радуги;Продавец-кассир;8400;11500;gross;hh
Владимирская область;Владимирская обл;г Владимир;f66a00e6-179e-4de9-8ecb-78b0277c9f10;Компания Алгоритм;Продавец-кассир;25000;30000;net;hh
Ростовская область;Ростовская обл;г Семикаракорск;29b72146-2e5d-4841-a1c3-ce2c3f47aa35;СИТИЛИНК;Продавец-кассир;23000;28000;net;hh
Ростовская область;Ростовская обл;г Пролетарск;efa48912-9bcc-42ac-959d-289e9a75b046;СИТИЛИНК;Продавец-кассир;23000;28000;net;hh
Республика Татарстан;Респ Татарстан;г Казань;93b3df57-4c89-44df-ac42-96f05e9cd3b9;Swarovski (ИП Макеева Вероника Константиновна);Продавец-кассир;25000;30000;gross;hh
Пермский край;Пермский край;г Пермь;a309e4ce-2f36-4106-b1ca-53e0f48a6d95;MODIS;Продавец-кассир;20000;30000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Ферма Партнер;Продавец-кассир;30000;37000;net;hh
Тюменская область;Тюменская обл;г Тюмень;9ae64229-9f7b-4149-b27a-d1f6ec74b5ce;Татаринова Татьяна Анатольевна;Продавец-кассир;19000;23000;net;hh
Краснодарский край;Краснодарский край;г Краснодар;7dfa745e-aa19-4688-b121-b655c11e482f;Снежная Королева;Продавец-кассир;25000;30000;net;hh
Новосибирская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;Сеничев Алексей Борисович;Продавец-кассир;25000;35000;gross;hh
Республика Башкортостан;Респ Башкортостан;г Туймазы;511a0136-f60c-451b-a2eb-3402103f1223;Гранд;Продавец-кассир;15000;20000;gross;hh
Новосибирская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;Велес;Продавец-кассир;25000;30000;net;hh
Нижегородская область;Нижегородская обл;г Нижний Новгород;555e7d61-d9a7-4ba6-9770-6caa8198c483;КАРИ;Продавец-кассир;23000;35000;gross;hh
Новосибирская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;СЭБ;Продавец-кассир;20000;25000;net;hh
Ленинградская область;г Санкт-Петербург;г Санкт-Петербург;06e63688-29c5-45f1-b8c8-40273527a601;Борщ Готов;Продавец-кассир;25000;45000;net;hh
Кемеровская область;Кемеровская область - Кузбасс;г Белово;1346744e-8a64-4712-8939-bb84a1692874;КАРИ;Продавец-кассир;20000;25000;gross;hh
Ростовская область;Ростовская обл;г Каменск-Шахтинский;76cb0cf6-49a5-4852-b45d-99e4ce12a7ea;Ропаева Светлана Ивановна;Продавец-кассир;23000;30000;net;hh
Ярославская область;Ярославская обл;г Углич;bddb02e3-ce5b-4128-8433-b4ad228914b9;Магазин Техно-центр;Продавец-кассир;20000;25000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Кафе-столовая Марков Двор;Продавец-кассир;45000;50000;net;hh
Калининградская область;Калининградская обл;г Калининград;df679694-d505-4dd3-b514-4ba48c8a97d8;КАРИ;Продавец-кассир;25000;35000;gross;hh
Свердловская область;Свердловская обл;г Каменск-Уральский;ecc16584-9814-44d7-a0f3-c79601caa734;Иванов Роман Валерьевич;Продавец-кассир;18000;25000;gross;hh
Ханты-Мансийский АО - Югра;Ханты-Мансийский Автономный округ - Югра;г Сургут;f1eb1809-47d4-4f0b-9a74-fa416e9d3df2;MARMALATO;Продавец-кассир;28000;30000;gross;hh
Краснодарский край;Краснодарский край;г Краснодар;7dfa745e-aa19-4688-b121-b655c11e482f;РЫБНЫЙ - сеть магазинов свежей рыбы (ИП Максимов Сергей Юрьевич );Продавец-кассир;30000;30000;gross;hh
Челябинская область;Челябинская обл;г Миасс;681783b7-5e5b-4c9f-b2d6-a1a45ff2f016;ФГУП « ПРОМСЕРВИС» ФСИН России;Продавец-кассир;8600;8600;net;hh
Ростовская область;Ростовская обл;г Ростов-на-Дону;c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5;Шаурма Маркет;Продавец-кассир;36000;40000;net;hh
Костромская область;Костромская обл;г Кострома;14c73394-b886-40a9-9e5c-547cfd4d6aad;FIX PRICE;Продавец-кассир;23000;24000;net;hh
Свердловская область;Свердловская обл;г Нижний Тагил;baf5b57d-b930-40c5-8838-471656c98ae6;ФГУП « ПРОМСЕРВИС» ФСИН России;Продавец-кассир;18600;18630;net;hh
Алтайский край;Алтайский край;г Барнаул;d13945a8-7017-46ab-b1e6-ede1e89317ad;Магия Еды;Продавец-кассир;20000;25000;net;hh
Московская область;Московская обл;г Серпухов;efc02a6a-273b-4a49-aef9-a5606ef8591c;FIX PRICE;Продавец-кассир;28000;32000;net;hh
Московская область;Московская обл;г Зарайск;98e62df9-591a-45af-876e-471060d057aa;FIX PRICE;Продавец-кассир;28000;32000;net;hh
Московская область;Московская обл;г Дрезна;70643e37-137c-4e66-a06e-22feb7784740;FIX PRICE;Продавец-кассир;28000;32000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;MARMALATO;Продавец-кассир;30000;35000;net;hh
Омская область;Омская обл;г Омск;140e31da-27bf-4519-9ea0-6185d681d44e;Галамарт (ИП Фельдшеров Анатолий Юрьевич);Продавец-кассир;23000;26000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;ГлавПиво;Продавец-кассир;40000;55000;net;hh
Московская область;Московская обл;г Орехово-Зуево;0f2f2d09-8e7a-4356-bd4d-0b055d802e7b;FIX PRICE;Продавец-кассир;28000;32000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;ИНВЕСТМАРКЕТ;Продавец-кассир;39000;59000;net;hh
Удмуртская Республика;Удмуртская Респ;г Ижевск;deb1d05a-71ce-40d1-b726-6ba85d70d58f;ФАРМ;Продавец-кассир;22000;25000;gross;hh
Новосибирская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;Компания Марк 2;Продавец-кассир;27000;29000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Суши WOK;Продавец-кассир;26400;39000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Магнолия, Сеть магазинов;Продавец-кассир;42000;47000;gross;hh
Московская область;Московская обл;г Чехов;7eeb876e-7b67-4ed7-91ec-0588712db96c;ДИКСИ, группа компаний;Продавец-кассир;30000;35000;gross;hh
Самарская область;Самарская обл;г Самара;bb035cc3-1dc2-4627-9d25-a1bf2d4b936b;Бахирев Илья Ильич;Продавец-кассир;32000;36000;net;hh
Алтайский край;Алтайский край;г Барнаул;d13945a8-7017-46ab-b1e6-ede1e89317ad;Чемпион;Продавец-кассир;14000;18000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Богатырев Дмитрий Викторович;Продавец-кассир;50000;90000;net;hh
Московская область;Московская обл;г Видное;9a72b510-9413-41d8-b076-576fbfd78404;Русимпорт;Продавец-кассир;30000;40000;net;hh
Ростовская область;Ростовская обл;г Ростов-на-Дону;c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5;Восток-Сервис;Продавец-кассир;32000;32000;gross;hh
Московская область;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;КС Интернешнл;Продавец-кассир;35000;40000;net;hh
Ростовская область;Ростовская обл;г Таганрог;d72c95ed-9fdd-4f27-b94f-898fc3f1177d;Восток-Сервис;Продавец-кассир;25000;35000;gross;hh
Краснодарский край;Краснодарский край;г Краснодар;7dfa745e-aa19-4688-b121-b655c11e482f;Захарян Алексей Каренович;Продавец-кассир;23000;30000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;JCat.ru;Продавец-кассир;40000;50000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;JCat.ru;Продавец-кассир;35000;40000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;JCat.ru;Продавец-кассир;45000;50000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;JCat.ru;Продавец-кассир;45000;50000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;JCat.ru;Продавец-кассир;45000;50000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Из Рязани сеть молочных лавок;Продавец-кассир;45000;65000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Дементьева Екатерина Юрьевна;Продавец-кассир;40000;60000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;JCat.ru;Продавец-кассир;45000;50000;net;hh
Московская область;Московская обл;г Фрязино;13696e0e-4c75-49aa-9c83-0a6faf5074ee;Ваш персонал;Продавец-кассир;30000;50000;net;hh
